7,3,Tue,1,0.9,1.78,6916
7,4,Wed,0,-0.02,1.43,6256
7,5,Thu,0,-1.41,1.77,6617
7,6,Fri,0,-1.34,2.43,6991
7,9,Mon,1,0.72,1.43,8551
7,10,Tue,0,-0.35,1.16,10555
7,11,Wed,1,1.78,2.8,10989
7,12,Thu,1,0.81,1.93,10114
7,13,Fri,0,-1.17,2.11,9034
7,16,Mon,0,-0.52,1.29,7950
7,17,Tue,1,0.64,1.17,9616
7,18,Wed,0,-1.28,1.54,11377
7,19,Thu,0,-0.23,2.34,12863
7,20,Fri,1,0.78,2.05,11869
7,23,Mon,0,-1.48,1.68,10946
7,24,Tue,1,0.3,1.15,10416
7,25,Wed,1,0.01,0.93,10515
7,26,Thu,0,-0.19,1.35,10368
7,27,Fri,1,0.75,1.62,9901
7,30,Mon,0,-3.13,3.54,10636
7,31,Tue,1,0.3,0.98,9743
8,1,Wed,0,-0.48,1.12,10664
8,2,Thu,1,1.63,2.2,10504
8,3,Fri,1,0.35,1.59,9244
8,6,Mon,1,1.04,1.88,8075
8,7,Tue,1,0.73,1.21,8938
8,8,Wed,0,0.0,1.66,10342
8,9,Thu,1,1.22,2.76,9248
8,10,Fri,1,0.2,1.2,10342
8,13,Mon,0,-0.35,1.51,11198
8,14,Tue,0,-0.05,2.29,11163
8,15,Wed,1,1.81,3.0,12508
8,16,Thu,0,-1.42,2.12,14550
8,17,Fri,0,0.0,1.53,12372
8,20,Mon,0,-0.38,1.13,11264
8,21,Tue,1,0.28,1.59,12146
8,22,Wed,0,-0.49,1.18,10908
8,23,Thu,1,0.88,1.75,10368
8,24,Fri,1,0.3,0.92,11994
8,27,Mon,1,0.39,0.94,9550
8,28,Tue,0,-1.37,2.23,11015
8,29,Wed,1,0.04,1.86,11618
8,30,Thu,1,0.27,1.21,12215
8,31,Fri,1,1.28,2.28,13020
9,3,Mon,1,0.3,1.07,7262
9,4,Tue,1,0.28,1.43,11855
9,5,Wed,0,-3.33,3.93,13843
9,6,Thu,0,-0.24,1.68,12097
9,7,Fri,1,0.73,1.79,11655
9,10,Mon,0,-0.62,1.86,11980
9,11,Tue,0,-0.7,3.79,14116
9,12,Wed,1,1.33,2.27,11523
9,13,Thu,1,0.66,1.55,14321
9,14,Fri,1,2.08,3.86,13369
9,17,Mon,1,0.68,2.98,10306
9,18,Tue,1,0.33,1.78,11320
9,19,Wed,0,-0.44,1.46,10427
9,20,Thu,1,2.1,3.2,9741
9,21,Fri,1,0.63,2.62,10778
9,24,Mon,0,-1.85,3.07,8773
9,25,Tue,0,-0.93,2.38,9809
9,26,Wed,0,-0.92,1.79,12068
9,27,Thu,0,-2.83,3.34,11854
9,28,Fri,1,0.23,2.25,11944
10,1,Mon,0,-1.96,2.37,14821
10,2,Tue,1,0.57,2.5,13087
10,3,Wed,0,-0.98,2.16,12869
10,4,Thu,1,0.31,1.57,10184
10,5,Fri,0,-0.93,1.73,9793
10,8,Mon,1,1.84,2.16,7187
10,9,Tue,1,1.39,2.24,7638
10,10,Wed,1,0.51,1.97,7530
10,11,Thu,0,-0.78,1.48,7822
10,12,Fri,0,-0.41,1.07,10275
10,15,Mon,1,0.48,1.44,9714
10,16,Tue,0,-0.67,1.46,9668
10,17,Wed,1,0.29,1.19,9994
10,18,Thu,1,0.53,1.29,10236
10,19,Fri,1,1.11,1.59,8845
10,22,Mon,0,-0.62,1.06,10296
10,23,Tue,0,-0.46,0.97,10212
10,24,Wed,0,-0.48,1.08,9169
10,25,Thu,1,0.11,0.9,11197
10,26,Fri,0,-0.88,1.79,9646
10,29,Mon,0,-1.31,1.71,9086
10,30,Tue,1,0.31,0.97,9077
10,31,Wed,0,-0.84,1.55,8919
11,1,Thu,0,-0.41,1.09,8862
11,2,Fri,1,0.63,1.13,8766
11,5,Mon,1,0.43,1.1,7838
11,6,Tue,1,0.88,1.44,8507
11,7,Wed,0,-0.56,1.44,9402
11,8,Thu,1,2.56,3.56,9416
11,9,Fri,0,-0.64,1.39,9230
11,12,Mon,1,0.12,1.42,3703
11,13,Tue,1,0.12,1.15,11687
11,14,Wed,0,-0.13,0.98,10358
11,15,Thu,0,0.0,1.15,10759
11,16,Fri,0,-0.19,1.05,9712
11,19,Mon,1,1.39,2.17,10307
11,20,Tue,1,0.14,1.03,10456
11,21,Wed,0,-0.47,1.2,10166
11,22,Thu,0,-0.27,1.2,8704
11,23,Fri,0,-0.1,1.56,10432
11,26,Mon,1,0.12,1.28,9817
11,27,Tue,0,-0.05,1.57,13041
11,28,Wed,0,-0.13,1.32,10423
11,29,Thu,0,-1.26,1.71,10100
11,30,Fri,1,0.83,1.81,10665
12,3,Mon,0,-1.07,1.64,12170
12,4,Tue,1,0.06,1.06,11312
12,5,Wed,1,0.8,1.3,10843
12,6,Thu,0,-2.12,3.01,7253
12,7,Fri,0,-2.03,2.36,12588
12,10,Mon,0,-0.89,1.45,10721
12,11,Tue,0,-0.53,1.43,12599
12,12,Wed,0,-0.8,2.29,13129
12,13,Thu,1,0.59,1.77,12273
12,14,Fri,0,-3.85,4.4,17551
12,17,Mon,0,-1.03,1.72,15639
12,18,Tue,0,-0.33,1.55,12003
12,19,Wed,1,0.45,2.32,15754
12,20,Thu,0,-0.66,2.18,16725
12,21,Fri,0,-0.21,2.79,19694
12,24,Mon,0,-0.68,1.65,13507
12,25,Tue,0,-1.48,2.38,3193
12,26,Wed,0,-1.42,2.87,13861
12,27,Thu,0,-0.51,1.63,19075
12,28,Fri,1,0.73,2.29,15781
12,31,Mon,0,-0.46,1.83,9787
