1,3,Thu,1,1.35,5.59,194538
1,4,Fri,0,-2.04,2.5,168590
1,7,Mon,0,-0.93,1.33,124482
1,8,Tue,1,0.62,1.46,118501
1,9,Wed,0,-0.07,1.34,141693
1,10,Thu,1,0.08,1.08,103098
1,11,Fri,0,-1.09,1.85,129450
1,14,Mon,1,0.32,1.45,114520
1,15,Tue,0,-0.55,3.07,147144
1,16,Wed,0,-0.72,1.72,109961
1,17,Thu,0,-1.38,2.7,116810
1,18,Fri,1,0.53,1.0,100665
1,21,Mon,0,-0.19,0.85,90316
1,22,Tue,0,-0.3,1.31,100047
1,23,Wed,0,-1.52,1.95,102904
1,24,Thu,1,0.04,0.84,108303
1,25,Fri,0,-1.37,1.76,112646
1,28,Mon,1,0.56,1.12,92189
1,29,Tue,1,0.91,1.76,119237
1,30,Wed,0,-0.09,0.87,108000
1,31,Thu,1,0.31,0.97,98890
2,1,Fri,0,-0.52,1.42,92852
2,4,Mon,0,-0.22,1.14,94079
2,5,Tue,1,0.89,1.52,75423
2,6,Wed,1,0.24,0.76,77168
2,7,Thu,0,-0.03,1.5,97583
2,8,Fri,1,0.2,0.67,69979
2,11,Mon,0,-0.12,0.78,85207
2,12,Tue,0,-0.44,0.82,83002
2,13,Wed,0,-0.18,0.97,79361
2,14,Thu,1,1.21,1.74,99172
2,15,Fri,0,-0.92,1.4,99676
2,18,Mon,0,-0.41,0.62,90312
2,19,Tue,0,-1.56,2.22,93315
2,20,Wed,0,-0.17,0.92,98935
2,21,Thu,1,0.34,0.84,122019
2,22,Fri,0,-0.15,0.97,102587
2,25,Mon,0,-0.83,1.33,118645
2,26,Tue,0,-1.07,1.66,133930
2,27,Wed,0,-1.18,1.88,121932
2,28,Thu,1,0.01,1.29,117415
3,1,Fri,0,-0.11,1.06,113332
3,4,Mon,1,0.91,1.21,120927
3,5,Tue,0,-0.14,1.18,117106
3,6,Wed,1,0.28,0.75,107519
3,7,Thu,1,1.27,1.5,108918
3,8,Fri,1,1.28,1.87,129920
3,11,Mon,0,-2.36,2.97,131462
3,12,Tue,1,1.12,3.23,153238
3,13,Wed,0,-2.57,3.36,129119
3,14,Thu,1,0.1,1.49,138675
3,15,Fri,0,-0.16,0.96,113845
3,18,Mon,1,0.61,1.37,102131
3,19,Tue,0,-0.16,0.54,96353
3,20,Wed,1,1.81,2.21,131148
3,21,Thu,1,0.62,2.26,137825
3,22,Fri,1,0.22,1.22,138833
3,25,Mon,1,0.22,1.16,143724
3,26,Tue,0,-0.98,1.45,123549
3,27,Wed,1,0.73,1.21,153173
3,28,Thu,1,1.0,1.45,144667
3,29,Fri,0,-0.05,1.66,130241
4,1,Mon,0,-1.13,1.96,115165
4,2,Tue,0,-0.25,1.51,118672
4,3,Wed,0,-0.47,1.17,116122
4,4,Thu,1,0.73,1.28,102011
4,5,Fri,1,0.39,1.45,91303
4,8,Mon,0,-0.06,0.68,85476
4,9,Tue,1,0.58,1.27,94752
4,10,Wed,0,-0.21,1.05,90725
4,11,Thu,0,-0.41,0.87,91236
4,12,Fri,0,-0.68,1.33,92892
4,15,Mon,0,-0.39,0.66,68610
4,16,Tue,1,0.63,0.74,91240
4,17,Wed,1,0.13,0.46,88322
4,18,Thu,1,0.8,0.86,94464
4,19,Fri,1,0.12,0.32,197586
4,22,Mon,1,0.03,0.3,38419
4,23,Tue,1,0.6,1.04,83060
4,24,Wed,1,0.02,0.62,95468
4,25,Thu,1,0.75,1.2,96428
4,26,Fri,0,-0.16,0.69,101999
4,29,Mon,0,-0.28,0.66,72716
4,30,Tue,0,-0.81,1.33,111465
5,1,Wed,0,-0.05,0.58,90248
5,2,Thu,1,0.09,0.79,120401
5,3,Fri,0,-1.1,1.7,120947
5,6,Mon,1,0.32,0.95,131969
5,7,Tue,1,0.95,1.5,133524
5,8,Wed,1,0.95,1.14,152186
5,9,Thu,1,0.45,1.01,146788
5,10,Fri,0,-0.25,0.73,164089
5,13,Mon,1,1.02,1.67,142125
5,14,Tue,1,0.23,0.81,119122
5,15,Wed,1,0.69,1.44,136294
5,16,Thu,1,0.22,0.59,114223
5,17,Fri,1,0.62,1.14,139984
5,20,Mon,1,0.18,0.83,113866
5,21,Tue,0,-0.34,2.09,131394
5,22,Wed,1,0.67,1.39,119188
5,23,Thu,1,1.01,1.2,143542
5,24,Fri,0,-0.19,0.98,128093
5,27,Mon,1,0.31,0.97,108997
5,28,Tue,1,0.45,0.72,141056
5,29,Wed,1,0.04,0.71,143433
5,30,Thu,1,0.17,0.68,116533
5,31,Fri,1,1.45,1.6,163996
6,3,Mon,0,-0.16,0.51,150624
6,4,Tue,0,-0.46,0.91,151028
6,5,Wed,0,-0.22,0.57,150122
6,6,Thu,1,0.01,0.82,147178
6,7,Fri,0,-0.26,0.69,140843
6,10,Mon,1,0.5,0.78,124177
6,11,Tue,0,-0.52,0.83,140825
6,12,Wed,1,0.41,0.68,147363
6,13,Thu,1,0.37,0.68,130705
6,14,Fri,1,0.66,0.91,151580
6,17,Mon,1,0.44,0.93,112116
6,18,Tue,0,-0.13,0.87,165982
6,19,Wed,0,-0.47,1.22,156882
6,20,Thu,1,0.41,0.98,198598
6,21,Fri,0,-0.54,0.89,180064
6,24,Mon,0,-0.03,0.64,133030
6,25,Tue,1,0.72,1.04,161401
6,26,Wed,0,-0.77,1.04,161872
6,27,Thu,1,0.18,0.92,152787
6,28,Fri,0,-0.47,0.93,136517
7,1,Mon,0,-0.04,1.05,152812
7,2,Tue,1,1.18,1.28,136044
7,3,Wed,1,0.3,0.75,122228
7,4,Thu,0,-0.06,0.28,75217
7,5,Fri,0,-0.26,0.56,124011
7,8,Mon,0,-0.27,0.59,40798
7,9,Tue,1,0.4,0.89,76920
7,10,Wed,0,0.0,0.57,95493
7,11,Thu,0,-0.2,0.97,91260
7,12,Fri,1,0.14,0.51,79179
7,15,Mon,1,0.24,0.89,73944
7,16,Tue,1,0.77,1.3,92672
7,17,Wed,1,0.07,0.65,80139
7,18,Thu,0,-0.38,0.98,97464
7,19,Fri,0,-0.03,0.47,93713
7,22,Mon,1,0.03,0.68,86225
7,23,Tue,0,-0.07,0.67,88096
7,24,Wed,0,-0.45,1.03,88740
7,25,Thu,0,-0.21,0.96,83899
7,26,Fri,1,0.7,0.87,64970
7,29,Mon,1,1.54,1.72,67989
7,30,Tue,1,0.95,1.47,101773
7,31,Wed,0,-0.27,1.15,116155
8,1,Thu,1,2.05,2.4,133446
8,2,Fri,1,0.58,1.34,171314
8,5,Mon,1,0.56,1.43,174321
8,6,Tue,0,-0.88,1.96,171292
8,7,Wed,1,0.48,1.36,185992
8,8,Thu,1,0.34,1.05,126788
8,9,Fri,1,1.6,1.78,118544
8,12,Mon,0,-0.02,0.97,124008
8,13,Tue,0,-1.55,2.42,140849
8,14,Wed,1,1.03,1.26,155994
8,15,Thu,0,-0.52,1.52,166508
8,16,Fri,0,-0.95,1.54,120747
8,19,Mon,0,-0.2,0.56,97720
8,20,Tue,1,0.07,1.37,112124
8,21,Wed,1,0.0,0.79,105644
8,22,Thu,0,-1.13,1.94,113712
8,23,Fri,1,0.93,1.58,143503
8,26,Mon,0,-0.88,1.96,202011
8,27,Tue,0,-0.27,1.38,151544
8,28,Wed,1,0.36,1.6,152391
8,29,Thu,0,-0.19,1.06,140617
8,30,Fri,1,0.45,0.74,131516
9,2,Mon,1,0.62,1.44,98515
9,3,Tue,1,0.09,1.58,152865
9,4,Wed,0,-2.31,2.66,146622
